Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jhoan Duran","PHI",4,2,0,2.50882,50,0,22,1,,50,203,38,15,14,3,16,,2,60,10.8618,2.95591,3.67459,0.56859,0.296422,0.0806682,0.21575414389371872,0.208065,1.09792,0.290869,0.786012,,,2.66203,1.48251,1.84732,41.84000015258789,,,,,,,414.3,8.286,391,7.82,,,,,,,,,,,,,,,,,,,"Jhoan Duran","21029",661395
"Brady Singer","CIN",7,8,11,4.5629,23,23,0,0,,125,533,125,69,63,19,39,,6,106,7.65778,2.84032,2.69609,1.35034,0.19904,0.0738251,0.12521442025899887,0.256858,1.32076,0.293615,0.690567,,,4.46849,1.47119,1.27448,388.25,,,,,,,443.29999999999995,3.5463999999999998,455,3.64,,,,,,,,,,,,,,,,,,,"Brady Singer","25377",663903
"Zac Gallen","ARI",7,8,11,4.35479,23,23,0,0,,134,566,132,71,65,17,44,,6,117,7.89281,2.97035,2.6572,1.14328,0.207555,0.0781105,0.1294449046254158,0.256691,1.3181,0.302624,0.692489,,,4.16072,1.46799,1.38516,222.69000244140625,,,,,,,523.3,3.9052238805970148,533,3.9776119402985075,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Trey Yesavage","TOR",6,4,10,3.73053,23,19,0,0,,99,415,80,45,41,13,43,,5,112,10.1758,3.88509,2.6192,1.15879,0.269202,0.10278,0.16642174124717712,0.217283,1.23979,0.276188,0.742839,,,3.99012,1.45926,1.43509,194.2899932861328,,,,,,,444.70000000000005,4.491919191919193,406,4.101010101010101,,,,,,,,,,,,,,,,,,,"Trey Yesavage","35456",702056
"Cade Cavalli","WSN",5,6,10,4.06446,19,19,0,0,,100,435,98,49,45,11,38,,5,92,8.22642,3.3646,2.445,0.999412,0.210816,0.0862233,0.12459225952625275,0.248852,1.34774,0.298723,0.716686,,,4.01727,1.45225,1.41629,305.2200012207031,,,,,,,404.90000000000003,4.049,412,4.12,,,,,,,,,,,,,,,,,,,"Cade Cavalli","27473",676917
"Shota Imanaga","CHC",7,7,11,4.15424,21,21,0,0,,122,503,113,61,56,20,29,,5,115,8.5006,2.14923,3.95519,1.50368,0.228785,0.0578443,0.17094071209430695,0.240323,1.16342,0.276899,0.709265,,,4.26108,1.42662,1.46787,157.92999267578125,,,,,,,491.00000000000017,4.024590163934428,478,3.918032786885246,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Casey Mize","DET",7,7,10,4.1935,20,20,0,0,,105,445,104,53,49,14,30,,5,92,7.87078,2.60454,3.02194,1.18769,0.205856,0.0681202,0.13773535937070847,0.253305,1.28083,0.295603,0.704255,,,4.10437,1.42361,1.14916,289.6499938964844,,,,,,,413.4,3.937142857142857,422,4.019047619047619,,,,,,,,,,,,,,,,,,,"Casey Mize","20492",663554
"Jack Leiter","TEX",7,7,10,3.99154,20,20,0,0,,107,456,93,52,47,15,44,,5,111,9.372,3.68371,2.54418,1.22073,0.244243,0.0960008,0.1482422724366188,0.228965,1.28057,0.27989,0.729975,,,4.19045,1.42323,1.32604,230.7100067138672,,,,,,,440.50000000000006,4.116822429906542,415,3.878504672897196,,,,,,,,,,,,,,,,,,,"Jack Leiter","30146",683004
"Kumar Rocker","TEX",6,3,10,4.05116,28,19,0,0,,104,445,100,51,47,13,34,,5,94,8.14463,2.96361,2.74822,1.10313,0.211661,0.0770176,0.13464348018169403,0.247235,1.29346,0.293007,0.714725,,,4.0457,1.39711,1.10319,720.72998046875,,,,,,,420.70000000000005,4.045192307692308,422,4.0576923076923075,,,,,,,,,,,,,,,,,,,"Kumar Rocker","31843",677958
"Cade Smith","CLE",4,3,0,2.54906,51,0,22,3,,51,206,38,16,14,5,15,,2,65,11.5828,2.7157,4.26511,0.812644,0.316099,0.0741127,0.24198630452156067,0.200721,1.04961,0.279981,0.801845,,,2.77162,1.38771,1.60139,39.90999984741211,,,,,,,418.1000000000001,8.198039215686276,391,7.666666666666667,,,,,,,,,,,,,,,,,,,"Cade Smith","27867",671922
"Hunter Greene","CIN",4,3,7,3.72273,12,12,0,0,,67,273,52,30,28,9,22,,5,79,10.5545,2.90455,3.6338,1.18636,0.288268,0.0793296,0.20893853902816772,0.212159,1.1,0.273603,0.71996,,,3.71695,1.36284,1.37874,444.32000732421875,,,,,,,326.9,4.87910447761194,295,4.402985074626866,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Brayan Bello","BOS",7,7,9,4.51697,19,19,0,0,,105,453,110,58,53,12,37,,5,86,7.33684,3.17143,2.31342,1.01463,0.188979,0.0816882,0.1072910726070404,0.268332,1.4026,0.313966,0.686417,,,4.16987,1.34096,0.90085,421.4100036621094,,,,,,,389.4,3.708571428571428,415,3.9523809523809526,,,,,,,,,,,,,,,,,,,"Brayan Bello","23920",678394
"Matthew Boyd","CHC",6,5,9,3.91448,17,17,0,0,,96,402,88,46,42,13,28,,4,92,8.65773,2.60653,3.32156,1.26188,0.229827,0.0691925,0.1606343314051628,0.237303,1.20363,0.281436,0.723271,,,4.03578,1.33666,1.36565,212.75999450683594,,,,,,,409.7000000000001,4.267708333333334,399,4.15625,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"Kyle Harrison","MIL",6,3,10,3.73587,26,18,0,0,,99,426,85,45,41,14,38,,5,108,9.85025,3.41729,2.88247,1.25158,0.254642,0.0883416,0.16630075126886368,0.221971,1.23876,0.273077,0.752233,,,4.03787,1.33661,1.70599,446.55999755859375,,,,,,,426.4000000000001,4.307070707070708,400,4.040404040404041,,,,,,,,,,,,,,,,,,,"Kyle Harrison","27758",690986
"Janson Junk","MIA",6,3,9,4.22246,25,18,0,0,,106,449,109,54,50,14,25,,5,81,6.87234,2.10712,3.26148,1.1697,0.179558,0.0550541,0.12450391054153442,0.260301,1.26894,0.293602,0.695972,,,4.1291,1.32282,1.21061,999,,,,,,,400.80000000000007,3.7811320754716986,420,3.9622641509433962,,,,,,,,,,,,,,,,,,,"Janson Junk","23301",676083
"Shane Baz","BAL",7,7,10,4.25184,21,21,0,0,,115,489,107,59,54,16,44,,6,109,8.51299,3.39662,2.50632,1.21405,0.222907,0.0889381,0.13396886736154556,0.243158,1.30585,0.289881,0.707126,,,4.27235,1.31512,1.08636,186.92999267578125,,,,,,,444.00000000000006,3.8608695652173917,435,3.782608695652174,,,,,,,,,,,,,,,,,,,"Shane Baz","22264",669358
"Foster Griffin","WSN",6,4,9,4.36201,23,19,0,0,,111,470,108,59,54,15,37,,5,99,7.9761,2.96155,2.69322,1.23128,0.209501,0.0777882,0.13171248883008957,0.252498,1.30248,0.295402,0.695907,,,4.2664,1.29695,1.05325,999,,,,,,,428.1000000000001,3.8567567567567576,432,3.891891891891892,,,,,,,,,,,,,,,,,,,"Foster Griffin","16432",656492
"Connelly Early","BOS",5,2,8,4.06858,23,16,0,0,,89,378,83,44,40,10,35,,4,87,8.83655,3.52245,2.50864,1.00046,0.230224,0.0917726,0.1384517252445221,0.246471,1.33413,0.30439,0.713088,,,3.93578,1.27046,1.14833,266.4800109863281,,,,,,,376.8,4.233707865168539,372,4.179775280898877,,,,,,,,,,,,,,,,,,,"Connelly Early","33666",813349
"Steven Matz","TBR",6,4,9,4.19598,25,18,0,1,,104,442,102,53,49,14,31,,5,88,7.56543,2.66902,2.83454,1.21176,0.198476,0.0700205,0.12845521420240402,0.249913,1.26966,0.28729,0.703358,,,4.22888,1.26808,1.08007,712.989990234375,,,,,,,404.2000000000001,3.8865384615384624,410,3.9423076923076925,,,,,,,,,,,,,,,,,,,"Steven Matz","13361",571927
"Michael Soroka","ARI",6,2,9,4.06785,26,18,0,0,,106,454,100,52,48,13,38,,5,105,8.92352,3.21134,2.77875,1.13181,0.232347,0.0836157,0.1487315520644188,0.244087,1.29979,0.297602,0.717366,,,3.99913,1.26563,1.40983,710.3599853515625,,,,,,,445.5000000000001,4.202830188679246,442,4.169811320754717,,,,,,,,,,,,,,,,,,,"Michael Soroka","18383",647336
"Robbie Ray","SFG",7,8,12,4.10886,23,23,0,0,,127,540,112,63,58,18,51,,6,134,9.48837,3.6249,2.61756,1.28659,0.24756,0.0945767,0.1529831439256668,0.231182,1.28292,0.282455,0.724317,,,4.23936,1.25776,1.44227,166.44000244140625,,,,,,,524.2000000000003,4.1275590551181125,498,3.921259842519685,,,,,,,,,,,,,,,,,,,"Robbie Ray","11486",592662
"David Peterson","NYM",7,6,9,3.93745,22,16,0,1,,94,405,90,45,41,9,35,,5,82,7.91559,3.34245,2.3682,0.904748,0.203348,0.085866,0.11748183518648148,0.247533,1.33814,0.296093,0.718474,,,3.94172,1.25612,1.17441,452.0400085449219,,,,,,,398.9,4.243617021276595,401,4.26595744680851,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Trevor Rogers","BAL",7,7,10,4.36498,21,21,0,0,,116,494,114,61,56,16,39,,5,99,7.64582,2.99034,2.55684,1.2296,0.199395,0.0779851,0.12141004949808121,0.252136,1.31104,0.290822,0.697748,,,4.34805,1.24041,0.943815,146.07000732421875,,,,,,,431.20000000000016,3.7172413793103463,438,3.7758620689655173,,,,,,,,,,,,,,,,,,,"Trevor Rogers","22286",669432
"Chris Bassitt","BAL",7,6,10,4.44953,21,21,0,0,,122,523,121,66,60,17,43,,6,105,7.75158,3.15731,2.45512,1.22463,0.200353,0.081606,0.118746817111969,0.254618,1.34401,0.295217,0.697025,,,4.37581,1.23764,0.807642,359.3599853515625,,,,,,,442.10000000000014,3.62377049180328,452,3.7049180327868854,,,,,,,,,,,,,,,,,,,"Chris Bassitt","12304",605135
"Ryne Nelson","ARI",6,5,10,4.15182,19,19,0,0,,108,453,103,54,50,15,32,,5,94,7.87404,2.64715,2.97453,1.21553,0.20813,0.0699707,0.13815920799970627,0.248294,1.25374,0.288823,0.704345,,,4.15742,1.23014,1.44015,251.42999267578125,,,,,,,423.90000000000003,3.9250000000000003,422,3.9074074074074074,,,,,,,,,,,,,,,,,,,"Ryne Nelson","26253",669194
"Dustin May","STL",6,5,10,4.25731,29,19,0,1,,123,521,118,63,58,15,44,,6,105,7.73104,3.22648,2.39612,1.10194,0.202338,0.0844438,0.11789398640394211,0.25067,1.32102,0.293905,0.699685,,,4.22564,1.22501,1.15448,414.6700134277344,,,,,,,482.90000000000003,3.926016260162602,484,3.934959349593496,,,,,,,,,,,,,,,,,,,"Dustin May","19716",669160
"Braxton Garrett","MIA",5,4,7,4.10198,25,14,0,0,,88,373,88,44,40,10,25,,4,78,7.93983,2.59295,3.06209,1.05876,0.209336,0.068364,0.1409723311662674,0.256103,1.28221,0.304137,0.701918,,,3.89796,1.22237,1.05581,604.1099853515625,,,,,,,368.40000000000003,4.1863636363636365,379,4.306818181818182,,,,,,,,,,,,,,,,,,,"Braxton Garrett","21844",666129
"Sean Burke","CHW",5,7,10,4.43201,20,20,0,0,,111,483,105,60,54,16,45,,6,106,8.61177,3.65893,2.35363,1.33986,0.219022,0.0930572,0.12596506625413895,0.24312,1.35776,0.285857,0.713371,,,4.52557,1.21894,0.862582,748.5599975585938,,,,,,,410.60000000000014,3.6990990990991004,406,3.6576576576576576,,,,,,,,,,,,,,,,,,,"Sean Burke","29878",680732
"Chase Dollander","COL",5,6,8,4.51545,28,18,0,0,,99,438,97,54,50,13,45,,5,102,9.28645,4.10362,2.26299,1.20582,0.232467,0.102726,0.12974146008491516,0.249783,1.43778,0.306646,0.71172,,,4.33688,1.20358,1.31734,743.4400024414062,,,,,,,374.50000000000006,3.7828282828282833,380,3.8383838383838382,,,,,,,,,,,,,,,,,,,"Chase Dollander","33482",801403
"Ryan Weathers","NYY",6,3,8,3.74666,27,14,0,1,,88,374,78,40,36,12,30,,4,91,9.32213,3.0701,3.03643,1.1995,0.242507,0.0798659,0.16264112293720245,0.229204,1.23119,0.278823,0.743352,,,3.95978,1.19537,1.16379,232.55999755859375,,,,,,,384.8,4.372727272727273,368,4.181818181818182,,,,,,,,,,,,,,,,,,,"Ryan Weathers","23796",677960
"Michael McGreevy","STL",5,5,9,4.59881,25,19,0,1,,112,470,123,62,57,14,25,,5,75,6.0536,1.99219,3.03866,1.10701,0.160148,0.0527035,0.10744470357894897,0.278959,1.31946,0.310462,0.663634,,,4.1796,1.19221,0.626356,715.3800048828125,,,,,,,400.8000000000001,3.5785714285714296,442,3.9464285714285716,,,,,,,,,,,,,,,,,,,"Michael McGreevy","29869",700241
"Bryce Elder","ATL",7,5,10,4.46803,20,20,0,0,,116,502,119,63,58,15,39,,5,98,7.57921,3.03315,2.49879,1.16154,0.19486,0.0779818,0.11687823385000229,0.260942,1.36452,0.302865,0.6946,,,4.2808,1.18103,1.02154,740.5499877929688,,,,,,,428.5000000000001,3.6939655172413803,449,3.8706896551724137,,,,,,,,,,,,,,,,,,,"Bryce Elder","27779",693821
"Bubba Chandler","PIT",6,4,9,4.06247,27,18,0,0,,103,443,93,51,46,12,45,,5,101,8.79703,3.91716,2.24577,1.073,0.227207,0.101171,0.12603593617677689,0.236707,1.33867,0.288313,0.721701,,,4.18618,1.18034,1.42279,150.00999450683594,,,,,,,424.8,4.1242718446601945,411,3.9902912621359223,,,,,,,,,,,,,,,,,,,"Bubba Chandler","29868",696149
"Bryce Miller","SEA",7,6,10,3.81037,19,19,0,0,,102,428,91,47,43,14,31,,5,95,8.3676,2.75677,3.03529,1.21685,0.22219,0.0732025,0.14898793399333954,0.231942,1.19539,0.272328,0.728528,,,4.08691,1.17849,1.22173,341.6000061035156,,,,,,,428.0000000000001,4.19607843137255,410,4.019607843137255,,,,,,,,,,,,,,,,,,,"Bryce Miller","29837",682243
"Luis Castillo","SEA",8,7,10,3.79835,34,17,0,1,,113,472,101,52,48,15,33,,5,106,8.4684,2.61751,3.23529,1.22629,0.224869,0.0695052,0.15536414831876755,0.233365,1.18909,0.274897,0.729349,,,4.0302,1.17069,1.10328,171.0500030517578,,,,,,,491.1,4.346017699115045,472,4.176991150442478,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Michael Wacha","KCR",7,7,10,4.69039,21,21,0,0,,121,514,124,69,63,18,37,,5,95,7.0874,2.71919,2.60643,1.32287,0.185558,0.0711921,0.11436547338962555,0.263677,1.32956,0.297239,0.676596,,,4.51309,1.17036,0.771554,609.2899780273438,,,,,,,415.60000000000014,3.434710743801654,435,3.5950413223140494,,,,,,,,,,,,,,,,,,,"Michael Wacha","14078",608379
"Seth Lugo","KCR",7,8,9,4.81912,21,21,0,0,,122,526,129,72,66,18,40,,6,98,7.23301,2.91017,2.48543,1.2907,0.187172,0.0753076,0.11186391860246658,0.269466,1.38075,0.307019,0.674518,,,4.50127,1.15816,0.551416,493.1000061035156,,,,,,,404.0000000000002,3.3114754098360675,434,3.557377049180328,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Andre Pallante","STL",6,7,9,4.3917,19,19,0,0,,106,462,110,57,52,10,42,,5,80,6.77205,3.55198,1.90655,0.82914,0.173142,0.0908139,0.0823276937007904,0.266053,1.43282,0.309414,0.690156,,,4.15929,1.15485,0.82639,999,,,,,,,394.4000000000001,3.720754716981133,419,3.952830188679245,,,,,,,,,,,,,,,,,,,"Andre Pallante","26108",669467
"Andrew Abbott","CIN",7,8,9,4.74535,21,21,0,0,,123,518,118,71,65,21,40,,6,106,7.75636,2.96721,2.61402,1.53775,0.204082,0.0780722,0.12601017951965332,0.251068,1.29561,0.282481,0.681298,,,4.75969,1.1511,0.962036,221.92999267578125,,,,,,,419.1000000000001,3.4073170731707325,416,3.3821138211382116,,,,,,,,,,,,,,,,,,,"Andrew Abbott","29911",671096
"Bailey Ober","MIN",6,8,10,4.60642,21,21,0,0,,119,495,118,66,61,20,29,,5,100,7.61072,2.20212,3.45608,1.55028,0.202587,0.0586174,0.14396913722157478,0.255644,1.2383,0.286305,0.681222,,,4.54549,1.14103,0.774211,494.3399963378906,,,,,,,425.7999999999999,3.578151260504201,433,3.638655462184874,,,,,,,,,,,,,,,,,,,"Bailey Ober","21224",641927
"Aroldis Chapman","BOS",4,2,0,2.81248,46,0,23,1,,46,189,33,16,14,4,20,,2,63,12.4134,3.82828,3.24254,0.82365,0.33535,0.103422,0.23192796111106873,0.19651,1.14053,0.287588,0.78942,,,2.98706,1.13492,1.3405,64.55000305175781,,,,,,,384.40000000000003,8.356521739130436,357,7.760869565217392,,,,,,,,,,,,,,,,,,,"Aroldis Chapman","10233",547973
"Slade Cecconi","CLE",5,7,9,4.36728,19,19,0,0,,104,438,104,55,50,15,28,,5,85,7.42313,2.38857,3.10777,1.32243,0.19518,0.0628038,0.13237595558166504,0.255372,1.26557,0.289742,0.694024,,,4.32356,1.12241,0.815751,584.5599975585938,,,,,,,385.70000000000005,3.7086538461538465,396,3.8076923076923075,,,,,,,,,,,,,,,,,,,"Slade Cecconi","27500",677944
"Zebby Matthews","MIN",5,2,7,3.95621,20,13,0,0,,77,324,73,37,34,11,20,,3,73,8.54094,2.34294,3.6454,1.2402,0.225525,0.0618658,0.1636597327888012,0.244803,1.21604,0.290326,0.719296,,,3.94022,1.10781,1.02795,488.6400146484375,,,,,,,321.70000000000005,4.177922077922078,319,4.142857142857143,,,,,,,,,,,,,,,,,,,"Zebby Matthews","31827",805673
"Jeffrey Springs","ATH",6,8,10,4.75303,22,22,0,0,,121,512,120,70,64,20,38,,6,102,7.6156,2.82046,2.70012,1.48238,0.199535,0.0738986,0.12563668191432953,0.257067,1.31126,0.290213,0.679622,,,4.66091,1.10731,0.669306,722.25,,,,,,,409.4000000000001,3.383471074380166,417,3.446280991735537,,,,,,,,,,,,,,,,,,,"Jeffrey Springs","17677",605488
"Adrian Morejon","SDP",4,2,0,2.59295,50,0,2,10,,50,206,38,16,14,4,16,,2,57,10.3701,2.92942,3.53998,0.713006,0.277843,0.0784871,0.1993560865521431,0.203911,1.09553,0.271452,0.793056,,,2.97265,1.09213,1.44046,735.8499755859375,,,,,,,332,6.64,308,6.16,,,,,,,,,,,,,,,,,,,"Adrian Morejon","20039",670970
"Carmen Mlodzinski","PIT",5,2,6,3.92482,30,11,0,0,,83,355,81,40,36,8,28,,4,76,8.19089,3.06322,2.67395,0.913107,0.213818,0.0799636,0.13385488092899323,0.250398,1.30926,0.303526,0.713622,,,3.79476,1.08511,1.01029,745.6199951171875,,,,,,,361.20000000000005,4.351807228915663,367,4.421686746987952,,,,,,,,,,,,,,,,,,,"Carmen Mlodzinski","27572",669387
"Payton Tolle","BOS",4,1,7,3.69053,18,12,0,0,,64,272,56,28,26,9,21,,3,73,10.3542,3.02096,3.42745,1.23232,0.26894,0.0784666,0.1904737800359726,0.227357,1.22133,0.287084,0.751195,,,3.76109,1.07621,1.10237,673,,,,,,,291.30000000000007,4.551562500000001,277,4.328125,,,,,,,,,,,,,,,,,,,"Payton Tolle","35466",801139
"Matthew Liberatore","STL",6,7,10,4.4127,20,20,0,0,,109,468,109,59,54,15,36,,5,91,7.51611,2.9266,2.56821,1.22439,0.194819,0.0758579,0.11896100640296936,0.255769,1.32655,0.293933,0.69628,,,4.34805,1.05802,0.810483,410.2300109863281,,,,,,,397.70000000000005,3.6486238532110096,409,3.7522935779816513,,,,,,,,,,,,,,,,,,,"Matthew Liberatore","22294",669461
"Joey Cantillo","CLE",6,3,8,4.01486,37,15,0,1,,102,436,92,50,46,12,43,,5,101,8.9332,3.76149,2.37491,1.07809,0.232409,0.0978598,0.13454873114824295,0.236275,1.31664,0.289424,0.721891,,,4.10889,1.03183,0.950275,270.80999755859375,,,,,,,430.00000000000006,4.215686274509804,416,4.078431372549019,,,,,,,,,,,,,,,,,,,"Joey Cantillo","23335",676282
"Andrés Muñoz","SEA",3,2,0,2.50368,47,0,20,3,,47,190,32,14,13,4,19,,2,61,11.7706,3.75724,3.13278,0.69312,0.320697,0.102368,0.21832887083292007,0.190022,1.10402,0.273563,0.803231,,,2.91603,1.02672,1.45512,41.189998626708984,,,,,,,386.40000000000003,8.221276595744682,354,7.531914893617022,,,,,,,,,,,,,,,,,,,"Andres Munoz","20373",662253
"Mike Burrows","HOU",5,5,9,4.32687,19,19,0,0,,94,397,88,49,45,14,32,,4,89,8.52575,3.12045,2.73222,1.3382,0.22376,0.0818967,0.14186342060565948,0.243629,1.28231,0.286748,0.704944,,,4.3535,1.02462,0.863276,237.9499969482422,,,,,,,364.6000000000001,3.87872340425532,358,3.8085106382978724,,,,,,,,,,,,,,,,,,,"Mike Burrows","24728",681347
"Logan Henderson","MIL",5,2,7,3.70657,25,13,0,0,,79,332,67,36,33,12,26,,4,88,10.0263,2.90611,3.45007,1.37791,0.265384,0.0769214,0.18846287578344345,0.21951,1.16348,0.268314,0.751904,,,4.00271,1.0238,1.23506,413.3999938964844,,,,,,,348.8,4.415189873417722,325,4.113924050632911,,,,,,,,,,,,,,,,,,,"Logan Henderson","31475",701656
"Louis Varland","TOR",4,2,0,2.95487,49,0,11,7,,49,204,40,18,16,4,16,,2,55,10.0061,2.93512,3.40909,0.816781,0.267949,0.0785982,0.18935053795576096,0.215073,1.13864,0.28026,0.771111,,,3.20546,1.01213,1.12514,999,,,,,,,348.40000000000003,7.110204081632654,332,6.775510204081633,,,,,,,,,,,,,,,,,,,"Louis Varland","27691",686973
"J.T. Ginn","ATH",5,2,7,4.29775,31,14,0,0,,88,379,87,46,42,11,32,,4,79,8.01878,3.2581,2.46119,1.09009,0.207334,0.0842415,0.12309248745441437,0.25451,1.35145,0.301968,0.702175,,,4.15676,1.0079,0.752427,748.3499755859375,,,,,,,339.7000000000001,3.8602272727272737,347,3.9431818181818183,,,,,,,,,,,,,,,,,,,"J.T. Ginn","27889",669372
"Chad Patrick","MIL",7,7,10,4.27359,20,20,0,0,,106,452,97,55,50,17,37,,5,99,8.38159,3.15166,2.65942,1.41724,0.218126,0.0820201,0.1361055001616478,0.237167,1.26856,0.27336,0.715512,,,4.51135,1.00594,1.12217,288.6499938964844,,,,,,,395.1000000000001,3.7273584905660386,381,3.5943396226415096,,,,,,,,,,,,,,,,,,,"Chad Patrick","30113",694477
"Anthony Kay","CHW",5,3,8,4.3762,22,16,0,0,,95,412,91,50,46,12,39,,5,81,7.70684,3.66809,2.10105,1.15844,0.197503,0.0940018,0.10350088775157928,0.247803,1.36871,0.287677,0.704771,,,4.46694,1.00105,0.800157,717.8599853515625,,,,,,,348.79999999999995,3.6715789473684204,349,3.6736842105263157,,,,,,,,,,,,,,,,,,,"Anthony Kay","20387",641743
"Kyle Freeland","COL",5,8,8,5.31883,20,20,0,0,,112,488,129,72,66,19,31,,5,83,6.69094,2.48936,2.68782,1.52085,0.169929,0.0632218,0.10670681297779083,0.285409,1.43333,0.314522,0.658324,,,4.8113,0.996251,0.722835,999,,,,,,,317.70000000000016,2.836607142857144,371,3.3125,,,,,,,,,,,,,,,,,,,"Kyle Freeland","16256",607536
"Brandon Woodruff","MIL",5,5,8,4.03704,15,15,0,0,,79,325,70,39,35,12,23,,3,75,8.586,2.5944,3.30943,1.39603,0.231971,0.0700939,0.16187716275453568,0.233556,1.17126,0.272458,0.714112,,,4.23949,0.990965,1.04033,143.82000732421875,,,,,,,327,4.139240506329114,311,3.9367088607594938,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Spencer Arrighetti","HOU",6,3,9,4.3016,25,18,0,0,,103,445,93,54,49,15,45,,5,104,9.15308,3.93401,2.32665,1.27623,0.234694,0.100872,0.13382228463888168,0.236629,1.34714,0.285906,0.718351,,,4.4072,0.97534,0.804822,728.3099975585938,,,,,,,393.90000000000003,3.8242718446601947,378,3.6699029126213594,,,,,,,,,,,,,,,,,,,"Spencer Arrighetti","29921",681293
"Merrill Kelly","ARI",6,8,9,4.64156,20,20,0,0,,119,502,119,67,61,16,40,,6,98,7.4151,3.06205,2.42161,1.22553,0.195286,0.0806432,0.11464301496744156,0.261719,1.34325,0.301791,0.67669,,,4.41709,0.972324,0.844927,284.17999267578125,,,,,,,432.4,3.6336134453781512,445,3.7394957983193278,,,,,,,,,,,,,,,,,,,"Merrill Kelly","11156",518876
"Tyler Mahle","SFG",6,7,9,4.32536,19,19,0,0,,100,422,97,53,48,12,35,,5,85,7.64614,3.17919,2.40506,1.07616,0.202068,0.0840178,0.11805028468370438,0.254793,1.32261,0.29971,0.690523,,,4.18996,0.969789,0.771014,322.7200012207031,,,,,,,390.2,3.9019999999999997,394,3.94,,,,,,,,,,,,,,,,,,,"Tyler Mahle","16358",641816
"Noah Schultz","CHW",3,6,8,4.16953,17,17,0,0,,71,298,63,36,33,8,31,,3,66,8.31084,3.90286,2.12942,1.02963,0.220633,0.103612,0.11702161282300949,0.240227,1.32312,0.290855,0.70262,,,4.22374,0.965189,0.784972,999,,,,,,,293.2,4.129577464788732,281,3.9577464788732395,,,,,,,,,,,,,,,,,,,"Noah Schultz","32056",702273
"Noah Cameron","KCR",6,7,8,4.82124,19,19,0,0,,104,442,108,61,56,15,33,,5,84,7.24566,2.89483,2.50297,1.3035,0.189272,0.0756192,0.11365311592817307,0.268165,1.36371,0.305597,0.670677,,,4.51065,0.963357,0.501224,298,,,,,,,358.3,3.4451923076923077,379,3.644230769230769,,,,,,,,,,,,,,,,,,,"Noah Cameron","30184",702070
"Brandon Sproat","MIL",5,2,8,4.05574,25,16,0,0,,94,405,85,46,42,12,40,,5,88,8.42588,3.83196,2.19884,1.10626,0.217286,0.0988186,0.11846770346164703,0.235192,1.32727,0.28068,0.722893,,,4.28753,0.959944,1.12903,528.2000122070312,,,,,,,368,3.9148936170212765,355,3.776595744680851,,,,,,,,,,,,,,,,,,,"Brandon Sproat","33850",687075
"Justin Steele","CHC",3,2,6,3.5443,10,10,0,0,,52,216,48,22,21,6,14,,2,49,8.43882,2.44726,3.44828,1.01266,0.225989,0.0655367,0.1604519933462143,0.240244,1.1955,0.290268,0.740741,,,3.63678,0.949593,1.05153,605.5,,,,,,,236.2,4.542307692307692,232,4.461538461538462,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Sean Manaea","NYM",6,3,8,4.04722,37,14,0,1,,102,429,92,50,46,15,34,,5,99,8.7631,3.0421,2.88061,1.30642,0.230891,0.0801533,0.15073727816343307,0.234633,1.23732,0.277875,0.721557,,,4.22747,0.949304,0.971639,423.3599853515625,,,,,,,416.1000000000001,4.079411764705883,400,3.9215686274509802,,,,,,,,,,,,,,,,,,,"Sean Manaea","15873",640455
"Abner Uribe","MIL",4,3,0,2.96556,53,0,15,5,,53,219,40,19,17,4,23,,3,62,10.5487,3.92903,2.68482,0.733575,0.28224,0.105125,0.177115797996521,0.206587,1.19418,0.280111,0.772438,,,3.307,0.948835,1.39731,167.27999877929688,,,,,,,380.00000000000006,7.169811320754718,354,6.679245283018868,,,,,,,,,,,,,,,,,,,"Abner Uribe","25327",682842
