Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Hyun-Seok Jang","LAD",0,0,0,5.55153,1,1,0,0,,3.15942,14,3,2,2,1,2,0,0,3,7.43226,5.3793,1.38164,1.58272,0.191482,0.13859,0.05289191007614136,0.243243,1.48783,0.268749,0.65568,,,5.72944,-0.00590472,-0.00186716,999,,,,,,,3.279699277877808,1.0380704374268908,2.7970941066741943,0.8853191883855512,,,,,,,,,,,,,,,,,,,"Hyun-Seok Jang","sa3023601",815794
"Brendan Cellucci","TOR",0,0,0,4.57004,1,0,0,0,,1.58323,7,2,1,1,0,1,0,0,2,9.20234,5.65758,1.62655,1.15929,0.216981,0.1334,0.0835818350315094,0.238875,1.5898,0.289773,0.734457,,,4.83025,-0.00592589,-0.0192623,999,,,,,,,7.51591272354126,4.747197718744551,8.916157245635986,5.631619590775107,,,,,,,,,,,,,,,,,,,"Brendan Cellucci","sa3011710",676454
"Eric Hammond","MIN",0,0,0,5.69484,1,1,0,0,,2.32705,10,2,2,1,0,1,0,0,1,5.19546,4.19057,1.2398,1.45732,0.131518,0.10608,0.025437556207180023,0.273555,1.52479,0.286415,0.642231,,,5.63798,-0.00596709,-0.0526892,999,,,,,,,11.020141553878787,4.735678115278579,10.635230779647827,4.570270663754609,,,,,,,,,,,,,,,,,,,"Eric Hammond","sa3076126",695727
"Zach Humphreys","LAA",0,0,0,4.57984,1,0,0,0,,1.10193,6,1,1,1,0,1,0,0,1,9.31231,4.33569,2.14783,1.64762,0.198389,0.0923673,0.10602156817913055,0.246056,1.63194,0.279778,0.782283,,,5.06858,-0.00596745,-0.0419262,999,,,,,,,4.554305100440979,4.133014073932636,4.509665608406067,4.092503909425732,,,,,,,,,,,,,,,,,,,"Zach Humphreys","sa3016853",668876
"Luke Murphy","LAA",0,0,0,4.73596,1,0,0,0,,1.19849,6,1,1,1,0,1,0,0,1,7.96167,4.07387,1.95432,1.44335,0.188257,0.0963284,0.0919284075498581,0.251434,1.50677,0.283961,0.726869,,,4.97063,-0.0059696,-0.0370924,999,,,,,,,5.2688164710998535,4.396217016463272,4.992443561553955,4.165615837906464,,,,,,,,,,,,,,,,,,,"Luke Murphy","sa3017653",684665
"Brandon Cassedy","HOU",0,0,0,4.7948,1,0,0,0,,0.942349,4,1,1,1,0,0,0,0,1,7.62192,4.18228,1.82243,1.38982,0.180741,0.0991759,0.08156530559062958,0.253982,1.52295,0.28554,0.720153,,,5.0058,-0.00602422,-0.0514991,999,,,,,,,6.373380959033968,6.763293067439834,6.711743891239166,7.122356441867227,,,,,,,,,,,,,,,,,,,"Brandon Cassedy","sa3076297",836164
"Brett Banks","NYM",0,0,0,4.63157,1,0,0,0,,1.11734,5,1,1,1,0,1,0,0,1,7.30928,4.52213,1.61634,1.17289,0.191671,0.118583,0.07308729737997055,0.240934,1.3898,0.276239,0.685572,,,4.86777,-0.00603904,-0.0435119,999,,,,,,,4.668294596672059,4.178053843083622,4.586685538291931,4.105014956412117,,,,,,,,,,,,,,,,,,,"Brett Banks","sa3023097",688781
"Cole Gilley","PHI",0,0,0,5.63158,1,1,0,0,,2.48059,11,3,2,2,0,1,0,0,2,5.57718,4.18497,1.33267,1.54871,0.134786,0.10114,0.03364595025777817,0.273277,1.5797,0.286751,0.66946,,,5.68843,-0.00607734,-0.0383553,999,,,,,,,11.556396770477296,4.658721271435473,13.402970790863037,5.403129224788901,,,,,,,,,,,,,,,,,,,"Cole Gilley","sa3032230",809126
"Josh Sanders","TEX",0,0,0,5.60985,1,1,0,0,,2.14429,10,2,1,1,0,1,0,0,1,5.14023,3.88261,1.32391,1.56088,0.125178,0.0945513,0.030626341700553894,0.273979,1.54898,0.283145,0.664675,,,5.69813,-0.00608002,0.0308289,999,,,,,,,9.66775989532471,4.508602581419315,9.72145938873291,4.533645577648277,,,,,,,,,,,,,,,,,,,"Josh Sanders","sa3067414",699560
"Keegan Batka","PHI",0,0,0,4.99472,1,0,0,0,,1.22738,5,1,1,1,0,1,0,0,1,7.22002,3.76352,1.91842,1.42113,0.198882,0.103669,0.09521219879388809,0.247606,1.30167,0.278215,0.643644,,,4.97989,-0.00609215,-0.0331403,999,,,,,,,5.482584047317506,4.466914012442529,5.136881113052368,4.1852538923451466,,,,,,,,,,,,,,,,,,,"Keegan Batka","sa3069185",700176
"Pierce George","CHW",0,0,0,4.83098,1,0,0,0,,1.09753,5,1,1,1,0,1,0,0,1,7.30237,5.70167,1.28074,1.02619,0.178278,0.139199,0.039079055190086365,0.248411,1.59212,0.287905,0.702165,,,5.07137,-0.00609718,-0.0430187,999,,,,,,,4.52174940109253,4.1199184948483625,4.487668514251709,4.08886624856899,,,,,,,,,,,,,,,,,,,"Pierce George","sa3025520",703670
"Jacob Kroeger","ATL",0,0,0,5.69464,1,1,0,0,,3.35582,13,3,2,2,0,2,0,0,2,5.29671,4.22455,1.25379,1.30673,0.149889,0.119549,0.030340686440467834,0.266852,1.37906,0.285767,0.585115,,,5.39811,-0.00611133,0.0120286,999,,,,,,,15.033048152923584,4.479698007533471,14.779086589813232,4.404020001537443,,,,,,,,,,,,,,,,,,,"Jacob Kroeger","sa3025344",800811
"Andrew Wantz","TBR",0,0,0,4.61452,1,0,0,0,,1.65356,8,2,1,1,0,1,0,0,2,8.65374,4.35714,1.98611,1.41488,0.20735,0.1044,0.1029498502612114,0.243365,1.48158,0.281976,0.730545,,,4.8717,-0.00613128,-0.0138556,999,,,,,,,8.036331081390383,4.860022960046579,9.267791271209717,5.604756438084149,,,,,,,,,,,,,,,,,,,"Andrew Wantz","24933",681806
"Esteban Luna","BAL",0,0,0,5.69497,1,1,0,0,,4.4596,19,5,3,3,1,2,0,0,3,5.2808,3.98657,1.32465,1.4054,0.138964,0.104906,0.034057460725307465,0.27501,1.46866,0.291132,0.622005,,,5.46962,-0.00616944,-0.0271834,999,,,,,,,7.701029205322268,1.7268436012957458,9.297992706298828,2.0849393998752843,,,,,,,,,,,,,,,,,,,"Esteban Luna","sa3024100",823718
"Wyatt Parliament","NYY",0,0,0,5.46408,1,1,0,0,,3.00427,14,3,2,2,1,1,0,0,2,6.86257,4.35757,1.57486,1.72073,0.169391,0.107559,0.06183191388845444,0.254935,1.49471,0.272189,0.677731,,,5.70829,-0.00618236,-0.0167843,999,,,,,,,3.1315773963928217,1.0423764504027915,3.021336078643799,1.0056815395200784,,,,,,,,,,,,,,,,,,,"Wyatt Parliament","sa3039489",811963
"Mitch Neunborn","PHI",0,0,0,5.66733,1,1,0,0,,2.85903,13,3,2,2,1,1,0,0,2,6.20205,4.03206,1.53818,1.69136,0.156694,0.101869,0.05482429265975952,0.265183,1.48183,0.27996,0.651545,,,5.69799,-0.00618276,-0.0159582,999,,,,,,,2.056825590133667,0.7194136616642107,2.295152425765991,0.8027729811502894,,,,,,,,,,,,,,,,,,,"Mitch Neunborn","sa3021722",666748
"Tucker Musgrove","SDP",0,0,0,4.46508,1,0,0,0,,1.2499,6,1,1,1,0,1,0,0,1,8.79254,5.04332,1.7434,1.22844,0.211046,0.121054,0.08999180048704147,0.236803,1.51037,0.280682,0.734113,,,4.80763,-0.00621505,-0.0372787,999,,,,,,,5.649252820014954,4.51976734570902,5.249495148658752,4.199935373808061,,,,,,,,,,,,,,,,,,,"Tucker Musgrove","sa3067261",814491
"Stiven Cruz","MIL",0,0,0,5.40972,1,1,0,0,,2.19271,10,2,1,1,0,1,0,0,2,6.29774,4.3169,1.45886,1.60551,0.158139,0.108399,0.049739643931388855,0.255825,1.47549,0.271171,0.66815,,,5.65146,-0.00623067,0.0373137,999,,,,,,,12.026028728485109,5.484559042753422,11.9635329246521,5.456057370772995,,,,,,,,,,,,,,,,,,,"Stiven Cruz","sa3015938",691602
"Johnathan Lavallee","CIN",0,0,0,4.9783,1,0,0,0,,1.32009,6,1,1,1,0,1,0,0,1,7.98739,4.95094,1.61331,1.32144,0.202932,0.125787,0.07714575529098511,0.245412,1.47499,0.284545,0.686006,,,5.0827,-0.0062318,-0.0254007,999,,,,,,,6.168647003173829,4.6729079071702895,5.600437164306641,4.242474418658413,,,,,,,,,,,,,,,,,,,"Johnathan Lavallee","sa3017993",702300
"Trace Willhoite","NYM",0,0,0,4.78305,1,0,0,0,,1.37866,5,1,1,1,0,1,0,0,1,5.94845,3.58211,1.6606,1.12434,0.170257,0.102527,0.06772968173027039,0.251912,1.26424,0.279446,0.6277,,,4.76752,-0.00625515,-0.0302701,999,,,,,,,6.602072262763977,4.788765800333333,5.89329206943512,4.274657166759259,,,,,,,,,,,,,,,,,,,"Trace Willhoite","sa3066861",688875
"Devin Sweet","BOS",0,0,0,5.00893,1,0,0,0,,1.36691,6,1,1,1,0,1,0,0,1,7.97167,4.07833,1.95464,1.42049,0.200428,0.102539,0.09788848459720612,0.256394,1.45678,0.294617,0.686923,,,4.92995,-0.00627648,-0.0257639,999,,,,,,,6.515143561363221,4.7663250710789,5.834556460380554,4.26842363085525,,,,,,,,,,,,,,,,,,,"Devin Sweet","25348",682967
"Dustin Saenz","TEX",0,0,0,5.79556,1,1,0,0,,3.0445,13,3,2,2,0,1,0,0,1,3.58362,3.23688,1.10712,1.42141,0.0925072,0.0835563,0.00895090401172638,0.286437,1.47591,0.286843,0.615695,,,5.6138,-0.00630183,-0.0149397,999,,,,,,,13.729302597045898,4.509542129877615,14.222501754760742,4.671538878395183,,,,,,,,,,,,,,,,,,,"Dustin Saenz","sa3017610",685010
"Trent Youngblood","ARI",0,0,0,4.8329,1,0,0,0,,1.8592,7,2,1,1,0,1,0,0,1,5.79144,3.18222,1.81994,1.03209,0.175723,0.0965544,0.07916846126317978,0.260284,1.20375,0.293242,0.591677,,,4.52598,-0.00636647,-0.000811674,999,,,,,,,7.55810911655426,4.065239415437147,8.296019673347473,4.462135389586637,,,,,,,,,,,,,,,,,,,"Trent Youngblood","sa3067290",827636
"JB Middleton","COL",0,0,0,6.27269,1,1,0,0,,3.98812,19,5,3,3,1,2,0,0,2,4.85004,4.7939,1.01171,1.36667,0.115953,0.114611,0.0013422369956970215,0.299516,1.74828,0.315858,0.642738,,,5.79798,-0.00641302,-0.0112972,999,,,,,,,2.212116813659673,0.5546760513466418,4.940619468688965,1.238832995245407,,,,,,,,,,,,,,,,,,,"JB Middleton","sa3037985",822477
"Alejandro Chiquillo","TEX",0,0,0,5.56635,1,1,0,0,,3.06324,14,3,2,2,1,1,0,0,2,6.01361,4.33099,1.38851,1.54456,0.149769,0.107863,0.04190564155578613,0.265764,1.52494,0.282468,0.661197,,,5.63233,-0.00642221,-0.0138275,999,,,,,,,3.5679428577423105,1.1647628244428516,3.3161776065826416,1.08257350226776,,,,,,,,,,,,,,,,,,,"Alejandro Chiquillo","sa3024270",823330
"Zack Lee","DET",0,0,0,5.80831,1,1,0,0,,3.71203,15,4,3,2,1,1,0,0,2,4.36796,3.41789,1.27797,1.47335,0.116954,0.0915156,0.025438599288463593,0.280078,1.42248,0.285958,0.601361,,,5.573,-0.00644369,-0.0646047,999,,,,,,,5.769032096862793,1.554144221982264,6.56015682220459,1.7672686941837406,,,,,,,,,,,,,,,,,,,"Zack Lee","sa3023124",687033
"Steven Pérez","CLE",0,0,0,4.69855,1,0,0,0,,1.57352,6,1,1,1,0,1,0,0,1,7.18389,4.10917,1.74826,1.17545,0.195776,0.111983,0.08379247784614563,0.245398,1.33305,0.282223,0.663227,,,4.75314,-0.00644903,-0.0203502,999,,,,,,,8.044037008285523,5.112133688595817,6.8675925731658936,4.364481580165505,,,,,,,,,,,,,,,,,,,"Steven Perez","sa3008362",682897
"Dominic Pipkin","PIT",0,0,0,4.75045,1,0,0,0,,1.23747,6,1,1,1,0,1,0,0,1,7.8477,4.50503,1.74198,1.25148,0.181732,0.104324,0.07740709185600281,0.257732,1.59364,0.295352,0.727064,,,4.86974,-0.00646213,-0.0323702,999,,,,,,,5.557247352600099,4.490828829425923,5.187329292297363,4.191896897062756,,,,,,,,,,,,,,,,,,,"Dominic Pipkin","sa3007896",669421
"Nick Trabacchi","MIN",0,0,0,4.80608,1,0,0,0,,1.50821,7,1,1,1,0,1,0,0,1,7.42079,4.1377,1.79346,1.25252,0.190139,0.106018,0.08412101864814758,0.253013,1.42765,0.289585,0.684936,,,4.82812,-0.00648103,-0.0217693,999,,,,,,,7.560746526718141,5.0130628953694565,6.5410449504852295,4.336961915380404,,,,,,,,,,,,,,,,,,,"Nick Trabacchi","sa3068327",806713
"Hunter Dobbins","DET",0,0,0,4.76294,1,0,0,0,,1.44312,7,1,1,1,0,1,0,0,1,7.20591,3.84249,1.87532,1.31318,0.177612,0.0947099,0.08290169388055801,0.256312,1.45973,0.287681,0.702303,,,4.86611,-0.00651204,-0.0255978,999,,,,,,,7.079082727432251,4.905403724276093,6.215596437454224,4.307056590076693,,,,,,,,,,,,,,,,,,,"Hunter Dobbins","sa3067393",701493
"Danis Correa","NYM",0,0,0,4.51418,1,0,0,0,,1.09492,5,1,1,1,0,1,0,0,1,8.44134,4.83471,1.74599,1.33164,0.201439,0.115373,0.08606655895709991,0.236529,1.49809,0.273108,0.736097,,,4.96358,-0.00652406,-0.0446362,999,,,,,,,4.5024144649505615,4.112091177853298,4.474604368209839,4.086691993848138,,,,,,,,,,,,,,,,,,,"Danis Correa","sa3002980",672550
"L.P. Langevin","KCR",0,0,0,4.76514,1,0,0,0,,1.39044,6,1,1,1,0,1,0,0,2,9.71066,5.70493,1.70215,1.24292,0.23675,0.139088,0.09766122698783875,0.237031,1.54995,0.293828,0.716246,,,4.85054,-0.00652796,-0.0256462,999,,,,,,,8.689258551597597,6.249285403741593,7.952201724052429,5.719196622661505,,,,,,,,,,,,,,,,,,,"L.P. Langevin","sa3035936",692137
"Jackson Wolf","SDP",0,0,0,4.71347,4,0,0,0,,4,19,4,3,2,1,2,,0,3,7.03562,3.25597,2.16084,1.38343,0.180401,0.0834864,0.0969141274690628,0.254745,1.3613,0.283053,0.68867,,,4.79913,-0.00653125,-0.0333481,999,,,,,,,6.9,1.725,7,1.75,,,,,,,,,,,,,,,,,,,"Jackson Wolf","29832",680232
"Winyer Chourio","SDP",0,0,0,5.34131,1,1,0,0,,3.08709,14,3,2,2,0,2,0,0,2,6.40122,4.82319,1.32718,1.39217,0.161534,0.121713,0.03982153534889221,0.256209,1.51281,0.279004,0.667003,,,5.49409,-0.00653665,-0.0126674,999,,,,,,,13.044481992721558,4.225491599104524,13.435460805892944,4.352141142674393,,,,,,,,,,,,,,,,,,,"Winyer Chourio","sa3024615",826466
"Wyatt Mills","LAD",0,0,0,4.47483,8,0,0,1,,8,35,7,4,4,1,4,,0,8,8.55704,4.10254,2.08579,1.36763,0.217706,0.104376,0.11333027482032776,0.23629,1.36794,0.275678,0.714066,,,4.73055,-0.00654566,-0.000513636,999,,,,,,,36.7,4.5875,35,4.375,,,,,,,,,,,,,,,,,,,"Wyatt Mills","20010",670090
"Antonio Menendez","ARI",0,0,0,4.70453,1,0,0,0,,1.48708,6,1,1,1,0,1,0,0,1,6.91785,4.11758,1.68008,1.0319,0.183114,0.108992,0.07412277162075043,0.256747,1.40495,0.296696,0.670201,,,4.61082,-0.00655185,-0.0203835,999,,,,,,,7.404407715797426,4.979151855509968,6.4354106187820435,4.327542182086102,,,,,,,,,,,,,,,,,,,"Antonio Menendez","sa3018799",694674
"Garrett Schoenle","CHW",0,0,0,4.84476,1,0,0,0,,1.9131,8,2,1,1,0,1,0,0,1,6.92124,3.72669,1.85721,1.34315,0.178905,0.0963303,0.08257512003183365,0.253883,1.38773,0.282645,0.678474,,,4.92757,-0.00655479,-0.00118433,999,,,,,,,7.956950616836546,4.159189090803499,8.565507173538208,4.477288563032823,,,,,,,,,,,,,,,,,,,"Garrett Schoenle","sa3016937",676881
"Gavin Bruni","WSN",0,0,0,5.53733,1,1,0,0,,2.32908,11,2,2,1,0,1,0,0,2,6.91954,5.04298,1.37211,1.53729,0.166473,0.121326,0.04514703154563904,0.260786,1.60379,0.285034,0.682804,,,5.66958,-0.00658918,-0.0501007,999,,,,,,,13.035168075561526,5.59671036199121,12.645383834838867,5.429354675716379,,,,,,,,,,,,,,,,,,,"Gavin Bruni","sa3027900",696491
"Luis Martinez-Gomez","CHC",0,0,0,5.39632,1,1,0,0,,2.25345,10,2,1,1,0,1,0,0,2,6.19449,4.95832,1.24931,1.33598,0.154612,0.123757,0.030854307115077972,0.260463,1.55255,0.28356,0.667543,,,5.5066,-0.00658964,0.0401293,999,,,,,,,12.475548791885377,5.536193273883491,12.267262697219849,5.443763506218216,,,,,,,,,,,,,,,,,,,"Luis Martinez-Gomez","sa3023285",815292
"John Curtiss","ARI",0,0,0,4.85004,1,0,0,0,,1.22383,5,1,1,1,0,0,0,0,1,6.64821,2.81433,2.36227,1.41666,0.172223,0.0729055,0.09931717813014984,0.263734,1.34931,0.289744,0.673836,,,4.78005,-0.00659212,-0.033912,999,,,,,,,8.456306600570679,6.909733912970635,8.119126081466675,6.634220290097884,,,,,,,,,,,,,,,,,,,"John Curtiss","16128",595928
"Nate Peterson","CIN",0,0,0,5.84375,1,1,0,0,,3.32755,15,3,2,2,1,2,0,0,2,5.74661,4.5145,1.27292,1.61305,0.144222,0.1133,0.030922062695026398,0.268659,1.54195,0.281907,0.645042,,,5.85293,-0.0066106,0.0185208,999,,,,,,,2.5238783359527597,0.7584792058845174,1.6377556324005127,0.492180456482704,,,,,,,,,,,,,,,,,,,"Nate Peterson","sa3020804",685396
"Lenny Torres Jr.","PHI",0,0,0,5.04608,1,0,0,0,,1.12258,5,1,1,1,0,1,0,0,1,8.27574,5.17585,1.59891,1.39411,0.205328,0.128417,0.07691073417663574,0.244317,1.51499,0.283125,0.695318,,,5.20365,-0.0066134,-0.0355052,999,,,,,,,4.707126784324647,4.19311503343502,4.612923502922058,4.109198620398616,,,,,,,,,,,,,,,,,,,"Lenny Torres Jr.","sa3008329",678013
"Dylan Driessen","STL",0,0,0,4.80957,1,0,0,0,,1.29819,6,1,1,1,0,1,0,0,1,7.13276,4.17116,1.71002,1.15078,0.186387,0.108997,0.07738976180553436,0.255446,1.41832,0.293509,0.673473,,,4.75458,-0.00662019,-0.0331946,999,,,,,,,6.006590986251831,4.626903899819927,5.4909398555755615,4.229695527727757,,,,,,,,,,,,,,,,,,,"Dylan Driessen","sa3030568",834897
"Jordan Weems","LAD",0,0,0,4.86726,1,0,0,0,,1.05473,5,1,1,1,0,1,0,0,1,8.12111,4.77126,1.70209,1.4259,0.194958,0.114541,0.08041778206825256,0.245965,1.52441,0.280337,0.716819,,,5.14837,-0.00663349,-0.0438858,999,,,,,,,4.205005073547364,3.9868055499043824,4.273652076721191,4.051890430528995,,,,,,,,,,,,,,,,,,,"Jordan Weems","13190",607179
"Colin Daniel","ATL",0,0,0,5.54187,1,1,0,0,,4.33732,19,5,3,3,1,2,0,0,3,5.53135,3.71296,1.48974,1.45829,0.143228,0.0961426,0.047085054218769073,0.272993,1.4579,0.289366,0.63795,,,5.39783,-0.00666057,-0.0227431,999,,,,,,,6.796177482604978,1.566906632371821,8.686606407165527,2.0027583486495524,,,,,,,,,,,,,,,,,,,"Colin Daniel","sa3029823",824763
"Danny Kirwin","BOS",0,0,0,6.02253,1,1,0,0,,2.83067,12,3,2,2,0,1,0,0,1,4.70482,3.91472,1.20183,1.45745,0.124279,0.103409,0.020870648324489594,0.284456,1.49372,0.295263,0.602083,,,5.64766,-0.00666096,-0.0172515,999,,,,,,,12.146939468383788,4.291192620368779,13.153337478637695,4.646726434132816,,,,,,,,,,,,,,,,,,,"Danny Kirwin","sa3023553",814460
"Caleb Farmer","WSN",0,0,0,4.85695,1,0,0,0,,1.44312,6,1,1,1,0,1,0,0,1,6.933,3.74875,1.84942,1.29186,0.173934,0.0940478,0.0798858106136322,0.260287,1.44774,0.291236,0.688421,,,4.86171,-0.00666137,-0.0236387,999,,,,,,,7.079082727432251,4.905403724276093,6.215596437454224,4.307056590076693,,,,,,,,,,,,,,,,,,,"Caleb Farmer","sa3020354",805957
"Tristan Garnett","PHI",0,0,0,4.87125,1,0,0,0,,1.18277,5,1,1,1,0,1,0,0,1,7.83735,4.49653,1.74298,1.3662,0.193876,0.111232,0.08264335244894028,0.249067,1.48049,0.28436,0.701379,,,5.02717,-0.00666826,-0.0354097,999,,,,,,,5.15249457359314,4.356296313467631,4.9138476848602295,4.154526753741008,,,,,,,,,,,,,,,,,,,"Tristan Garnett","sa3017473",702911
"Anthony Flores","MIL",0,0,0,5.37783,1,1,0,0,,2.91184,13,3,2,2,0,2,0,0,2,6.25427,4.93521,1.26727,1.3792,0.155774,0.12292,0.03285342454910278,0.258102,1.544,0.279923,0.67047,,,5.54804,-0.00667286,-0.0172363,999,,,,,,,11.747585725784301,4.034425734609282,12.559179544448853,4.313148109103936,,,,,,,,,,,,,,,,,,,"Anthony Flores","sa3019377",800260
"J.D. McReynolds","TEX",0,0,0,4.7416,1,0,0,0,,1.24142,6,1,1,1,0,1,0,0,1,8.45773,4.54464,1.86103,1.42722,0.208035,0.111785,0.09625054895877838,0.241465,1.4607,0.278751,0.714686,,,4.99466,-0.00668399,-0.0374465,999,,,,,,,5.5865214586257945,4.50009930091808,5.207109093666077,4.1944720280328,,,,,,,,,,,,,,,,,,,"J.D. McReynolds","sa3069382",800859
"Hayden Vucinovich","MIL",0,0,0,5.17788,1,1,0,0,,2.29755,11,3,1,1,0,1,0,0,2,7.11994,4.9985,1.42441,1.55658,0.160492,0.112672,0.04781977832317352,0.255053,1.65583,0.276821,0.726788,,,5.64535,-0.00668892,0.0441007,999,,,,,,,10.20186619758606,4.440324902266054,12.487747430801392,5.435246337902051,,,,,,,,,,,,,,,,,,,"Hayden Vucinovich","sa3069288",836050
"Mariano Salomon","NYY",0,0,0,5.66623,1,1,0,0,,3.1981,13,3,2,2,1,1,0,0,2,5.65004,3.90081,1.44843,1.65709,0.150371,0.103817,0.04655420035123825,0.260388,1.3949,0.269862,0.621969,,,5.7204,-0.00672283,-0.00523826,999,,,,,,,4.565905380249025,1.4276952126260574,3.990476608276367,1.2477666257336484,,,,,,,,,,,,,,,,,,,"Mariano Salomon","sa3021751",807814
"Po-Chun Lin","SEA",0,0,0,5.19495,1,1,0,0,,3.48528,14,3,2,2,1,1,0,0,2,5.78418,3.70011,1.56325,1.46405,0.154714,0.0989698,0.05574431270360947,0.25493,1.35304,0.269686,0.642138,,,5.34213,-0.00673897,0.000713827,999,,,,,,,6.691072273254396,1.919809083448965,5.426400184631348,1.556948115255894,,,,,,,,,,,,,,,,,,,"Po-Chun Lin","sa3069437",806836
"Noah Beal","TBR",0,0,0,4.88421,1,0,0,0,,1.58143,6,1,1,1,0,1,0,0,1,6.30582,3.23532,1.94906,1.38501,0.170649,0.0875546,0.08309447765350342,0.254244,1.30026,0.276512,0.652209,,,4.95079,-0.00677069,-0.0178791,999,,,,,,,8.10255434513092,5.123573912640355,6.907131314277649,4.367659420177876,,,,,,,,,,,,,,,,,,,"Noah Beal","sa3067027",695063
"Choyce Diffey","CHW",0,0,0,4.91973,1,0,0,0,,1.12364,5,1,1,1,0,1,0,0,1,7.85493,4.20551,1.86777,1.52897,0.179712,0.0962172,0.08349450677633286,0.256657,1.57949,0.286352,0.732266,,,5.16728,-0.00677461,-0.0417172,999,,,,,,,4.714932036399842,4.196125346138794,4.618197321891785,4.110034818371887,,,,,,,,,,,,,,,,,,,"Choyce Diffey","sa3076252",840335
"Kendeglys Virguez","CLE",0,0,0,4.44683,1,0,0,0,,1.77209,8,2,1,1,0,1,0,0,2,8.92303,4.86965,1.83238,1.24427,0.21119,0.115254,0.0959351658821106,0.23967,1.52292,0.28433,0.739647,,,4.74332,-0.00679139,-0.0100647,999,,,,,,,8.913433933258059,5.029911420747281,9.86042833328247,5.564306804583981,,,,,,,,,,,,,,,,,,,"Kendeglys Virguez","sa3018351",802068
"Irving Cota","NYM",0,0,0,5.55951,1,1,0,0,,3.62657,15,4,2,2,1,1,0,0,2,4.30863,3.18759,1.35169,1.47787,0.11383,0.0842133,0.029616884887218475,0.274405,1.39826,0.278269,0.6193,,,5.51481,-0.00679155,0.0210961,999,,,,,,,5.136610841751098,1.416383031862674,6.132845163345337,1.6910873908918014,,,,,,,,,,,,,,,,,,,"Irving Cota","sa3022108",806522
"Thomas Conrad","MIL",0,0,0,5.45217,1,1,0,0,,2.43897,10,2,2,1,0,1,0,0,2,6.04056,4.73778,1.27498,1.45625,0.156009,0.122362,0.03364676237106323,0.254352,1.47327,0.271677,0.650984,,,5.63487,-0.00680074,-0.0450794,999,,,,,,,13.848382186889651,5.677961998024593,13.194852828979492,5.410009048089383,,,,,,,,,,,,,,,,,,,"Thomas Conrad","sa3076148",835213
"Chris McElvain","TOR",0,0,0,5.76872,1,1,0,0,,4.24495,18,4,3,3,1,2,0,0,2,5.01009,3.95219,1.26767,1.4955,0.129854,0.102435,0.02741924673318863,0.274682,1.48229,0.285214,0.625943,,,5.64969,-0.00682867,-0.0370782,999,,,,,,,6.712632179260256,1.5813217384349632,6.2247514724731445,1.4663897196973459,,,,,,,,,,,,,,,,,,,"Chris McElvain","sa3020806",687226
"Kyle Whitten",,0,0,0,4.74918,1,0,0,0,,1.36905,6,1,1,1,0,1,0,0,1,7.26934,4.17575,1.74085,1.32804,0.173667,0.0997603,0.07390713691711426,0.253538,1.51183,0.28332,0.71671,,,4.9918,-0.00683073,-0.0287566,999,,,,,,,6.530988717079163,4.77044421389105,5.84526264667511,4.269567837191959,,,,,,,,,,,,,,,,,,,"Kyle Whitten","sa3016936",671093
"Mitch Myers","ATH",0,0,0,5.69395,1,1,0,0,,3.71067,17,4,3,2,1,1,0,0,2,5.24746,3.32215,1.57954,1.62367,0.12869,0.0814736,0.04721687734127045,0.282471,1.53056,0.292997,0.656936,,,5.57122,-0.00683856,-0.0621074,999,,,,,,,5.758965015411379,1.5520009982213725,6.553354740142822,1.7660835013205745,,,,,,,,,,,,,,,,,,,"Mitch Myers","sa3018179",688490
"Yermain Ruiz","BOS",0,0,0,5.92562,1,1,0,0,,3.35181,14,4,2,2,1,2,0,0,2,5.11802,4.25739,1.20215,1.41451,0.131566,0.109443,0.02212361991405487,0.282166,1.54463,0.297673,0.62322,,,5.61469,-0.00684995,0.0141607,999,,,,,,,0.10341148376464737,0.03085240836161954,1.7590618133544922,0.5248091548754776,,,,,,,,,,,,,,,,,,,"Yermain Ruiz","sa3024529",815938
"Ivran Romero","MIN",0,0,0,4.81159,1,0,0,0,,1.71668,8,2,1,1,0,1,0,0,1,7.14666,4.00705,1.78352,1.20239,0.179513,0.100651,0.07886208593845367,0.259693,1.465,0.295474,0.68944,,,4.77381,-0.00689467,-0.0109873,999,,,,,,,6.503415608406068,3.7883729058159434,7.583388924598694,4.417479500938056,,,,,,,,,,,,,,,,,,,"Ivran Romero","sa3066699",813676
"Ovis Portes","CIN",0,0,0,5.74249,1,1,0,0,,3.12439,14,3,2,2,1,2,0,0,3,7.40645,5.77228,1.28311,1.57871,0.181934,0.141792,0.040142059326171875,0.252575,1.607,0.279744,0.668497,,,5.86995,-0.00691756,0.00599991,999,,,,,,,3.0204833984374995,0.9667435045907402,2.6219482421875,0.8391873412775933,,,,,,,,,,,,,,,,,,,"Ovis Portes","sa3019644",802086
