Name,Org,Savant_Level,Player_Type,Pos,Age,PA,Pitches,PS Score,xwOBA,wOBA,Evidence_Score,Confidence,Confidence_Label,Pipeline_Rank,Composite_Rank,MLBAMID,Composite_MLBAMID,Prior_Value,Prospect_Update,Updated_Prospect_Value,Avg_Salary,Last10_Salary,Roster%,Match_Status,Savant_File
Sam Huff,BAL,AAA,hitter,C,28,68,250,0.096,0.087,0.095,0.094,0.372,Medium,,,,,0.000,-1.208,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
José Barrero,BAL,AAA,hitter,SS,28,148,610,0.229,0.506,0.761,0.312,0.809,High,,,,,0.000,-1.217,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Carter Kieboom,PHI,AAA,hitter,3B,28,132,537,0.169,0.553,0.727,0.284,0.722,High,,,,,0.000,-1.248,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Daniel Harper,PHI,AAA,pitcher,RP,26,37,177,0.045,0.394,0.428,0.029,0.333,Medium,,,,,0.000,-1.253,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Eric Yang,CHC,AAA,hitter,PH/PR,28,67,296,0.045,0.133,0.380,0.071,0.366,Medium,,,,,0.000,-1.256,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Brendan White,SEA,AAA,pitcher,RP,27,56,217,0.065,0.361,0.410,0.089,0.382,Medium,,,,,0.000,-1.257,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Ryan Jensen,CHC,AAA,pitcher,RP,28,68,263,0.209,0.391,0.402,0.136,0.431,Medium,,,,,0.000,-1.258,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Chuck King,PHI,AAA,pitcher,SP,28,80,303,0.193,0.354,0.323,0.183,0.497,Medium,,,,,0.000,-1.260,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Marcus Johnson,TBR,AAA,pitcher,SP,25,60,215,0.113,0.355,0.382,0.129,0.430,Medium,,,,,0.000,-1.276,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Chase Solesky,TBR,AAA,pitcher,SP,28,116,426,0.251,0.322,0.360,0.271,0.699,High,,,,,0.000,-1.277,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Jacob Hurtubise,MIL,AAA,hitter,OF,28,70,283,0.039,0.158,0.173,0.075,0.383,Medium,,,,,0.000,-1.302,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Anthony Vilar,SDP,AAA,hitter,C,27,62,275,0.033,0.096,0.485,0.052,0.364,Medium,,,,,0.000,-1.303,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Steward Berroa,PHI,AAA,hitter,OF,26,120,534,0.247,0.367,0.532,0.283,0.752,High,,,,,0.000,-1.305,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Misael Tamarez,SDP,AAA,pitcher,RP,26,96,397,0.337,0.352,0.409,0.279,0.746,High,,,,,0.000,-1.318,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Zander Mueth,PIT,A,pitcher,SP,20,91,359,0.164,0.416,0.411,0.106,0.419,Medium,,780.000,,805800,0.500,-1.318,0.000,0.000,0.000,0.000,name_org,A_pitchers_YTD_5_14.csv
Ramón Rodríguez,MIL,AAA,hitter,C,27,92,350,0.175,0.241,0.779,0.195,0.540,Medium,,,,,0.000,-1.319,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Easton McGee,MIL,AAA,pitcher,SP,28,86,321,0.181,0.347,0.379,0.186,0.526,Medium,,,,,0.000,-1.322,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Justin Meis,PIT,AAA,pitcher,RP,26,83,308,0.274,0.368,0.318,0.213,0.579,High,,,,,0.000,-1.329,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Garrett Stallings,MIL,AAA,pitcher,SP,28,117,440,0.188,0.298,0.310,0.269,0.722,High,,,,,0.000,-1.334,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Colton Gordon,HOU,AAA,pitcher,SP,27,96,387,0.166,0.298,0.312,0.254,0.681,High,,,,,0.000,-1.340,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Eric Wagaman,NYM,AAA,hitter,1B,28,85,332,0.069,0.286,0.148,0.134,0.465,Medium,,,,,0.000,-1.359,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Carson Palmquist,COL,AAA,pitcher,SP,25,91,386,0.329,0.349,0.403,0.279,0.772,High,,855.000,,687223,0.500,-1.364,0.000,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Rhylan Thomas,HOU,AAA,hitter,OF,26,150,525,0.253,0.470,0.130,0.318,0.940,High,,,,,0.000,-1.368,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Ethan Routzahn,SDP,AAA,pitcher,RP,28,79,306,0.093,0.328,0.333,0.159,0.502,Medium,,,,,0.000,-1.369,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Braxton Roxby,SFG,AAA,pitcher,RP,27,55,221,0.083,0.441,0.393,0.054,0.389,Medium,,,,,0.000,-1.388,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Chen Zhong-Ao Zhuang,ATH,AAA,pitcher,SP,25,87,307,0.178,0.327,0.426,0.216,0.614,High,,,,,0.000,-1.394,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Ryan Galanie,CHW,AAA,hitter,1B,25,73,270,0.148,0.127,0.645,0.141,0.487,Medium,,,,,0.000,-1.397,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Kohl Drake,ARI,AAA,pitcher,SP,25,148,557,0.334,0.322,0.374,0.325,1.000,High,,304.000,,684442,0.500,-1.397,0.000,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Tyler Fitzgerald,LAD,AAA,hitter,2B/SS,28,66,289,0.012,0.021,0.063,0.015,0.361,Medium,,,,,0.000,-1.401,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Davis Wendzel,PIT,AAA,hitter,3B,28,136,526,0.120,0.599,0.690,0.264,0.743,High,,,,,0.000,-1.403,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Jack Leftwich,CLE,AAA,pitcher,SP,27,83,334,0.214,0.351,0.423,0.201,0.588,High,,,,,0.000,-1.407,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Davis Daniel,CIN,AAA,pitcher,SP,28,169,647,0.201,0.293,0.288,0.285,0.820,High,,,,,0.000,-1.411,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Michael Siani,LAD,AAA,hitter,OF,26,101,451,0.250,0.151,0.351,0.220,0.633,High,,,,,0.000,-1.417,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Hagen Danner,CIN,AAA,pitcher,RP,27,62,243,0.128,0.424,0.423,0.083,0.428,Medium,,,,,0.000,-1.426,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Joey Estes,ATH,AAA,pitcher,SP,24,162,657,0.455,0.374,0.358,0.321,1.000,High,,,,,0.000,-1.432,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Homer Bush Jr.,TBR,AAA,hitter,OF,24,72,293,0.117,0.220,0.577,0.148,0.509,Medium,,,,,0.000,-1.432,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Jacob Webb,PIT,AAA,pitcher,RP,26,95,387,0.387,0.389,0.386,0.253,0.728,High,,,,,0.000,-1.437,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Austin Pope,FA,AAA,pitcher,SP,27,62,240,0.085,0.379,0.414,0.073,0.422,Medium,,,,,0.000,-1.443,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Brody Moore,STL,AAA,hitter,2B/SS,25,110,418,0.265,0.223,0.110,0.252,0.733,High,,,,,0.000,-1.453,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Brandon Johnson,KCR,AAA,pitcher,RP,26,47,198,0.015,0.440,0.473,0.010,0.372,Medium,,,,,0.000,-1.460,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Garrett Hawkins,SDP,AAA,pitcher,RP,26,73,289,0.136,0.343,0.377,0.163,0.543,Medium,,,,,0.000,-1.465,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Alan Rangel,PHI,AAA,pitcher,SP,28,150,578,0.291,0.336,0.335,0.275,0.820,High,,,,,0.000,-1.474,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Cristian Pache,NYM,AAA,hitter,OF,27,136,564,0.271,0.264,0.468,0.269,0.798,High,,,,,0.000,-1.476,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Tyler Callihan,PIT,AAA,hitter,2B/OF,25,166,652,0.367,0.193,0.252,0.315,1.000,High,,1068.000,,682997,0.500,-1.480,0.000,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Jhonkensy Noel,BAL,AAA,hitter,OF,24,95,382,0.283,0.087,0.027,0.224,0.671,High,,,,,0.000,-1.480,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Justyn-Henry Malloy,TBR,AAA,hitter,DH/OF,26,139,630,0.337,0.170,0.140,0.287,0.871,High,,,,,0.000,-1.483,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Riley Tirotta,TOR,AAA,hitter,1B/3B,27,123,496,0.259,0.200,0.261,0.241,0.722,High,,,,,0.000,-1.493,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Amos Willingham,FA,AAA,pitcher,RP,27,58,256,0.078,0.372,0.293,0.079,0.451,Medium,,,,,0.000,-1.517,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Chase Plymell,CHW,AAA,pitcher,SP,27,86,311,0.198,0.378,0.448,0.148,0.547,Medium,,,,,0.000,-1.541,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Doug Nikhazy,CHC,AAA,pitcher,SP,26,87,315,0.269,0.395,0.525,0.175,0.592,High,,,,,0.000,-1.541,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Alex Pham,BAL,AAA,pitcher,RP,26,74,314,0.173,0.353,0.333,0.172,0.590,High,,,,,0.000,-1.551,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Hudson Leach,HOU,AAA,pitcher,RP,23,72,266,0.266,0.411,0.408,0.173,0.596,High,,,,,0.000,-1.558,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Colton Ledbetter,STL,AAA,hitter,OF,24,134,553,0.386,0.071,0.084,0.291,0.947,High,,,,,0.000,-1.582,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Yonny Hernández,NYM,AAA,hitter,2B/3B,28,87,340,0.054,0.143,0.123,0.081,0.476,Medium,,,,,0.000,-1.595,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Vidal Bruján,NYM,AAA,hitter,2B/OF,28,91,367,0.090,0.113,0.145,0.097,0.497,Medium,,,,,0.000,-1.603,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Triston McKenzie,SDP,AAA,pitcher,SP,28,79,349,0.229,0.446,0.505,0.149,0.572,High,,,,,0.000,-1.609,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Noah Cardenas,MIN,AAA,hitter,C,26,71,313,0.036,0.053,0.069,0.041,0.445,Medium,,,,,0.000,-1.633,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Cooper Bowman,TBR,AAA,hitter,2B,26,68,277,0.021,0.015,0.048,0.019,0.426,Medium,,,,,0.000,-1.639,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Zach Messinger,NYY,AAA,pitcher,RP,26,101,365,0.196,0.344,0.308,0.201,0.686,High,,,,,0.000,-1.644,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Hayden Harris,ATL,AAA,pitcher,RP,27,70,293,0.138,0.384,0.393,0.099,0.516,Medium,,,,,0.000,-1.653,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Jose Miranda,SDP,AAA,hitter,1B/3B,27,106,401,0.142,0.227,0.492,0.167,0.622,High,,,,,0.000,-1.655,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Dom Hamel,NYY,AAA,pitcher,SP,27,148,571,0.347,0.367,0.416,0.262,0.880,High,,,,,0.000,-1.676,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Silas Ardoin,BAL,AAA,hitter,C,25,97,398,0.199,0.105,0.321,0.171,0.647,High,,,,,0.000,-1.703,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Jean Cabrera,PHI,AAA,pitcher,SP,24,138,557,0.374,0.363,0.413,0.286,1.000,High,,559.000,,691893,0.500,-1.710,0.000,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Bryse Wilson,PHI,AAA,pitcher,SP,28,145,557,0.259,0.348,0.398,0.235,0.820,High,,,,,0.000,-1.738,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Ben Anderson,TEX,AAA,pitcher,SP,28,59,269,0.008,0.455,0.449,0.005,0.441,Medium,,,,,0.000,-1.747,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Konnor Pilkington,DET,AAA,pitcher,RP,28,83,323,0.098,0.376,0.333,0.086,0.530,Medium,,,,,0.000,-1.755,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
K.C. Hunt,TBR,AAA,pitcher,SP,25,92,361,0.241,0.368,0.399,0.192,0.722,High,,,,,0.000,-1.780,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Tyler Santana,CHC,AAA,pitcher,RP,28,85,330,0.058,0.359,0.449,0.087,0.541,Medium,,,,,0.000,-1.789,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Kaleb Bowman,MIL,AAA,pitcher,RP,28,60,305,0.048,0.378,0.433,0.050,0.500,Medium,,,,,0.000,-1.800,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Cooper Johnson,TEX,AAA,hitter,C,28,94,362,0.027,0.122,0.223,0.056,0.514,Medium,,,,,0.000,-1.827,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Oswaldo Cabrera,NYY,AAA,hitter,3B/OF,27,142,595,0.208,0.264,0.140,0.225,0.833,High,,,,,0.000,-1.836,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Phillip Glasser,WSN,AAA,hitter,2B/OF,26,107,397,0.184,0.078,0.230,0.152,0.671,High,,,,,0.000,-1.866,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Houston Harding,LAA,AAA,pitcher,SP,27,68,279,0.028,0.486,0.473,0.018,0.491,Medium,,,,,0.000,-1.894,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Blake Sabol,TBR,AAA,hitter,C/OF,28,124,503,0.099,0.250,0.514,0.145,0.678,High,,,,,0.000,-1.927,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Jesús Bastidas,MIA,AAA,hitter,2B/SS,27,114,421,0.060,0.318,0.245,0.137,0.669,High,,,,,0.000,-1.940,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Grant Hartwig,MIN,AAA,pitcher,RP,28,84,326,0.030,0.377,0.467,0.040,0.535,Medium,,,,,0.000,-1.966,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Jose Fleury,HOU,AAA,pitcher,SP,24,61,249,0.050,0.436,0.441,0.033,0.528,Medium,,935.000,,800067,0.500,-1.974,0.000,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Raynel Delgado,TBR,AAA,hitter,2B/3B,26,153,567,0.235,0.241,0.095,0.237,0.940,High,,,,,0.000,-1.980,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Noah Song,BOS,AAA,pitcher,RP,28,92,377,0.101,0.369,0.362,0.099,0.618,High,,,,,0.000,-1.985,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Bryan Lavastida,ATH,AAA,hitter,C,27,116,444,0.078,0.227,0.191,0.123,0.681,High,,,,,0.000,-2.052,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Justin Yeager,SDP,AAA,pitcher,RP,28,84,340,0.053,0.424,0.460,0.034,0.558,High,,,,,0.000,-2.077,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Grant Rogers,TOR,AAA,pitcher,SP,24,146,548,0.191,0.317,0.368,0.240,1.000,High,,,,,0.000,-2.078,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Rafael Lantigua,TOR,AAA,hitter,2B,28,116,455,0.087,0.096,0.261,0.090,0.634,High,,,,,0.000,-2.080,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Collin Baumgartner,COL,AAA,pitcher,RP,27,82,372,0.106,0.373,0.415,0.096,0.655,High,,,,,0.000,-2.118,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Ryan Ramsey,KCR,AAA,pitcher,SP,25,156,614,0.322,0.375,0.386,0.233,1.000,High,,,,,0.000,-2.137,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Valente Bellozo,COL,AAA,pitcher,SP,26,125,516,0.161,0.321,0.367,0.214,0.940,High,,,,,0.000,-2.148,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Cade Marlowe,ATH,AAA,hitter,OF,28,133,512,0.108,0.175,0.675,0.128,0.727,High,,,,,0.000,-2.162,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Caleb Ricketts,PHI,AAA,hitter,C,26,131,475,0.214,0.066,0.136,0.170,0.821,High,,,,,0.000,-2.170,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Raul Brito,MIN,AAA,pitcher,RP,28,112,453,0.075,0.340,0.391,0.129,0.743,High,,,,,0.000,-2.208,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Lael Lockhart,DET,AAA,pitcher,SP,28,97,353,0.035,0.408,0.310,0.023,0.579,High,,,,,0.000,-2.210,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Huascar Ynoa,LAA,AAA,pitcher,SP,27,111,434,0.176,0.375,0.353,0.138,0.764,High,,,,,0.000,-2.211,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Bryce Jarvis,ARI,AAA,pitcher,RP,28,90,368,0.043,0.385,0.409,0.036,0.604,High,,,,,0.000,-2.242,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
John Michael Bertrand,SFG,AAA,pitcher,SP,28,149,566,0.073,0.322,0.367,0.156,0.820,High,,,,,0.000,-2.260,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Aaron Schunk,ATL,AAA,hitter,2B/3B/SS,28,150,590,0.063,0.339,0.744,0.146,0.820,High,,,,,0.000,-2.323,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Brett Kerry,LAA,AAA,pitcher,SP,27,164,616,0.239,0.382,0.430,0.168,0.880,High,,,,,0.000,-2.338,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Helcris Olivárez,KCR,AAA,pitcher,RP,25,76,334,0.095,0.421,0.391,0.062,0.668,High,,,,,0.000,-2.340,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Shane Panzini,KCR,AAA,pitcher,SP,24,88,388,0.216,0.394,0.490,0.140,0.823,High,,,,,0.000,-2.366,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Ronan Kopp,LAD,AAA,pitcher,RP,23,75,323,0.103,0.375,0.418,0.091,0.724,High,,,,,0.000,-2.368,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Seth Lonsway,SFG,AAA,pitcher,SP,27,117,427,0.088,0.360,0.351,0.105,0.752,High,,,,,0.000,-2.375,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Drew Swift,ATH,AAA,hitter,SS,27,134,522,0.114,0.139,0.313,0.122,0.786,High,,,,,0.000,-2.379,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Luis Morales,ATH,AAA,pitcher,SP,23,74,315,0.121,0.452,0.514,0.078,0.706,High,,485.000,,806960,0.500,-2.380,0.000,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Patrick Monteverde,MIA,AAA,pitcher,SP,28,113,447,0.080,0.367,0.391,0.089,0.733,High,,,,,0.000,-2.411,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Nick Dombkowski,PIT,AAA,pitcher,SP,27,129,525,0.133,0.353,0.379,0.145,0.880,High,,,,,0.000,-2.496,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Gavin Cross,KCR,AAA,hitter,OF,25,125,491,0.160,0.024,0.024,0.119,0.833,High,,,,,0.000,-2.540,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Tommy Mace,CLE,AAA,pitcher,RP,27,96,384,0.038,0.389,0.423,0.026,0.676,High,,,,,0.000,-2.562,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Ryan Bliss,SEA,AAA,hitter,2B,26,143,590,0.151,0.087,0.054,0.132,0.896,High,,662.000,,669208,0.500,-2.641,0.000,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Ian Bedell,STL,AAA,pitcher,RP,26,96,400,0.063,0.402,0.432,0.041,0.752,High,,,,,0.000,-2.762,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Jack Winkler,HOU,AAA,hitter,2B,27,154,594,0.072,0.190,0.182,0.108,0.880,High,,,,,0.000,-2.763,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Logan Allen,LAD,AAA,pitcher,SP,28,156,618,0.018,0.360,0.412,0.059,0.820,High,,,,,0.000,-2.892,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Connor Noland,CHC,AAA,pitcher,SP,26,162,605,0.070,0.347,0.379,0.114,0.940,High,,,,,0.000,-2.902,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Jackson Ferris,LAD,AAA,pitcher,SP,22,106,423,0.141,0.370,0.395,0.123,0.998,High,,134.000,,701328,1.500,-3.009,0.000,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Ryan Webb,CLE,AAA,pitcher,SP,27,149,574,0.068,0.388,0.440,0.047,0.880,High,,,,,0.000,-3.187,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
